crime_id,crime_type,criminal_name,crime_time,place_of_crime,jail_entry_date,bail_granted,duration_of_imprisonment,co_criminals,motive,latitude,longitude,date_of_crime
60527,Theft,Amit Joshi,22:13:00,Mylapore,2022-02-19,Yes,5 years,-,Accidental,8.7877753553712,78.14350213149548,01/01/1900
60528,Theft,Mohan Verma,17:41:00,Velachery,2021-09-14,Yes,1 year,Deepak Choudhary,Personal Feud,8.724289627308794,78.18443182432618,01/01/1900
60529,Theft,Vikram Rao,17:59:00,Adyar,2022-09-14,No,1 year,-,Personal Feud,8.766893510223502,78.15797150603845,01/01/1900
60530,Theft,Nikita Sinha,06:09:00,Velachery,2015-01-12,No,,Deepak Choudhary,Revenge,8.715649977455033,78.17232423508285,01/01/1900
60531,Fraud,Nikita Sinha,18:04:00,T. Nagar,2015-03-15,No,1 year,Suresh Iyer,Financial Gain,8.746165966276596,78.11287376194099,01/01/1900
60532,,Suresh Iyer,17:04:00,Velachery,2016-12-08,No,2 years,Mohan Verma,Political,8.765207362571346,78.14077577604039,01/01/1900
60533,Murder,Ramesh Gupta,18:10:00,T. Nagar,2017-05-18,No,5 years,Mohan Verma,Financial Gain,8.711390495460899,78.14290603394934,01/01/1900
60534,Fraud,Mohan Verma,01:06:00,Kodambakkam,2018-11-08,Yes,,-,Political,8.751560155592536,78.16488048975498,01/01/1900
60535,Theft,Mohan Verma,09:06:00,Velachery,2017-05-19,Yes,10 years,Deepak Choudhary,Revenge,8.721517235960356,78.17663613841913,01/01/1900
60536,Kidnapping,Amit Joshi,00:57:00,T. Nagar,2015-10-25,No,10 years,Deepak Choudhary,Self-Defense,8.721662706073422,78.11379202834192,01/01/1900
60537,Murder,Pooja Mehta,05:34:00,Purasawalkam,2020-06-12,Yes,5 years,Mohan Verma,Personal Feud,8.71257589810833,78.1169264857138,01/01/1900
60538,,Suresh Iyer,17:41:00,Kodambakkam,2020-03-16,No,5 years,,Revenge,8.769906959577485,78.13337494455031,01/01/1900
60539,Kidnapping,Rajesh Kumar,18:46:00,Anna Nagar,2016-10-02,No,2 years,-,Accidental,8.724988670134827,78.115944373924,01/01/1900
60540,Murder,Amit Joshi,11:19:00,Anna Nagar,2019-10-22,No,6 months,Anita Sharma,Political,8.729962849385345,78.14911596205329,01/01/1900
60541,Murder,Vikram Rao,01:09:00,Purasawalkam,2023-12-09,Yes,5 years,Deepak Choudhary,Accidental,8.750342012289652,78.1468044439671,01/01/1900
60542,Murder,Pooja Mehta,09:44:00,Anna Nagar,2023-11-11,Yes,5 years,,Self-Defense,8.792909691704446,78.12461113916788,01/01/1900
60543,Theft,Nikita Sinha,01:01:00,Kodambakkam,2021-06-26,No,3 years,Anita Sharma,Financial Gain,8.717963792195865,78.1154886926684,01/01/1900
60544,Assault,Pooja Mehta,02:42:00,Velachery,2018-02-26,No,1 year,Suresh Iyer,Financial Gain,8.787323686776949,78.18450703368794,01/01/1900
60545,Cyber Crime,Suresh Iyer,13:22:00,Velachery,2018-03-21,No,6 months,-,,8.793251900081044,78.1042396995705,01/01/1900
60546,Murder,Vikram Rao,16:33:00,Adyar,2016-03-16,No,1 year,-,Political,8.767338077084952,78.10489067076335,01/01/1900
60547,Kidnapping,Deepak Choudhary,15:20:00,Purasawalkam,2024-07-07,Yes,3 years,Mohan Verma,Accidental,8.764600771791025,78.14055509127176,01/01/1900
60548,Cyber Crime,Ramesh Gupta,02:34:00,Velachery,2019-11-26,No,10 years,Mohan Verma,Financial Gain,8.774192266335646,78.18322611280412,01/01/1900
60549,Theft,Ramesh Gupta,23:43:00,Mylapore,2020-07-04,No,3 years,,Financial Gain,8.746533469535416,78.14227945796253,01/01/1900
60550,Fraud,Vikram Rao,16:51:00,Adyar,2019-07-10,Yes,1 year,Deepak Choudhary,Personal Feud,8.757995022474056,78.12008789099319,01/01/1900
60551,Assault,Suresh Iyer,19:30:00,Velachery,2022-02-04,No,,-,Accidental,8.791804321368828,78.18255966394298,01/01/1900
60552,Drug Possession,Mohan Verma,19:01:00,Mylapore,2019-04-13,No,10 years,Deepak Choudhary,Revenge,8.731354934673096,78.1200222708656,01/01/1900
60553,Murder,Rajesh Kumar,23:53:00,Anna Nagar,2024-01-10,No,2 years,,Accidental,8.710999469526817,78.14634281842973,01/01/1900
60554,Fraud,Suresh Iyer,20:17:00,Velachery,2022-10-28,Yes,3 years,Deepak Choudhary,Personal Feud,8.723702208858994,78.11337928703392,01/01/1900
60555,Drug Possession,Amit Joshi,03:11:00,T. Nagar,2016-05-01,No,5 years,Anita Sharma,Accidental,8.78610617011202,78.15489302927416,01/01/1900
60556,Theft,Deepak Choudhary,02:56:00,,2021-09-17,No,10 years,Suresh Iyer,Personal Feud,8.791677676214308,78.18428395561646,01/01/1900
60557,Drug Possession,Ramesh Gupta,05:45:00,Velachery,2019-03-20,No,3 years,Deepak Choudhary,Political,8.73078208419148,78.19247449314621,01/01/1900
60558,Assault,Nikita Sinha,23:53:00,Adyar,2019-01-19,No,,Anita Sharma,,8.752462582505776,78.15112278708355,01/01/1900
60559,Assault,Ramesh Gupta,20:59:00,Anna Nagar,2019-02-28,Yes,2 years,Mohan Verma,Political,8.735200972528041,78.10477847803816,01/01/1900
60560,Theft,Ramesh Gupta,05:14:00,,2018-05-08,Yes,1 year,Mohan Verma,Accidental,8.716825758551037,78.18471983008786,01/01/1900
60561,Fraud,Deepak Choudhary,10:05:00,Kodambakkam,2016-02-05,No,,Mohan Verma,Self-Defense,8.728342718834757,78.1678313921429,01/01/1900
60562,Drug Possession,Vikram Rao,19:48:00,Royapettah,2022-06-26,Yes,5 years,Anita Sharma,Personal Feud,8.77191960834343,78.11143638443079,01/01/1900
60563,,Rajesh Kumar,03:13:00,,2024-07-19,Yes,6 months,-,,8.709026345763384,78.18756869511296,01/01/1900
60564,,Amit Joshi,03:05:00,T. Nagar,2018-09-23,No,6 months,Suresh Iyer,Revenge,8.72692747863485,78.16331812391427,01/01/1900
60565,Assault,Anita Sharma,14:10:00,Adyar,2018-07-10,Yes,3 years,Deepak Choudhary,Political,8.702504014059418,78.11398289444503,01/01/1900
60566,Theft,Mohan Verma,08:28:00,Royapettah,2017-04-15,No,3 years,Anita Sharma,Financial Gain,8.723972329134568,78.16934590459542,01/01/1900
60567,Cyber Crime,Vikram Rao,05:47:00,Kodambakkam,2015-12-16,Yes,10 years,Suresh Iyer,Self-Defense,8.752597989777787,78.11386394073945,01/01/1900
60568,Cyber Crime,Rajesh Kumar,23:40:00,Anna Nagar,2023-09-18,No,,-,Self-Defense,8.74755134142795,78.14715918652523,01/01/1900
60569,Fraud,Suresh Iyer,04:47:00,T. Nagar,2017-02-25,No,10 years,Mohan Verma,Political,8.759776960556191,78.16635077237476,01/01/1900
60570,,Suresh Iyer,01:10:00,Mylapore,2015-08-28,Yes,6 months,Suresh Iyer,,8.770269938122448,78.12651790584655,01/01/1900
60571,Cyber Crime,Vikram Rao,07:37:00,,2022-03-18,No,5 years,Deepak Choudhary,Self-Defense,8.70356694574842,78.13121113403184,01/01/1900
60572,Theft,Nikita Sinha,13:53:00,Royapettah,2020-11-25,Yes,1 year,Anita Sharma,,8.754750062811397,78.15069652271868,01/01/1900
60573,Kidnapping,Suresh Iyer,08:23:00,Kodambakkam,2020-05-28,Yes,,Anita Sharma,Political,8.76715264138643,78.10560648159223,01/01/1900
60574,Drug Possession,Deepak Choudhary,19:00:00,Velachery,2022-11-21,No,,Suresh Iyer,Personal Feud,8.715644717331424,78.1287820977508,01/01/1900
60575,Cyber Crime,Deepak Choudhary,02:00:00,Purasawalkam,2024-02-09,Yes,5 years,Suresh Iyer,Self-Defense,8.778071711363493,78.13552093704884,01/01/1900
60576,Theft,,18:47:00,Kodambakkam,2020-10-08,Yes,5 years,Suresh Iyer,Self-Defense,8.71283971564186,78.193491779782,
60577,Fraud,Nikita Sinha,12:16:00,Adyar,2019-09-17,No,10 years,Deepak Choudhary,Self-Defense,8.77165001806038,78.1784386628244,01/01/1900
60578,Fraud,Deepak Choudhary,05:52:00,Mylapore,2016-01-09,Yes,10 years,-,Personal Feud,8.73617687926899,78.17100033978883,01/01/1900
60579,Drug Possession,Suresh Iyer,00:37:00,Velachery,2021-09-17,Yes,5 years,Mohan Verma,Accidental,8.728533565666543,78.17220509161416,01/01/1900
60580,Fraud,Pooja Mehta,05:51:00,Anna Nagar,2023-03-24,No,6 months,Deepak Choudhary,Financial Gain,8.707069874597801,78.11343454332352,01/01/1900
60581,Murder,,16:27:00,Adyar,2019-05-21,Yes,5 years,Anita Sharma,Political,8.77985003435827,78.12214627859902,
60582,Assault,Anita Sharma,16:43:00,Kodambakkam,2021-05-16,No,10 years,-,Accidental,8.758259438509713,78.15753578153972,01/01/1900
60583,Fraud,Rajesh Kumar,06:13:00,Purasawalkam,2023-10-01,Yes,10 years,Suresh Iyer,Self-Defense,8.764597969563257,78.15229171448198,01/01/1900
60584,Assault,Deepak Choudhary,23:14:00,Kodambakkam,2023-12-28,No,2 years,,Self-Defense,8.716875342112512,78.1580690858098,01/01/1900
60585,Drug Possession,,15:31:00,Purasawalkam,2021-09-13,Yes,10 years,-,Personal Feud,8.730438936283514,78.17941122945383,
60586,Theft,Amit Joshi,03:50:00,Mylapore,2016-05-26,No,,Anita Sharma,Accidental,8.715795691266884,78.14131063796155,01/01/1900
60587,Drug Possession,Nikita Sinha,22:22:00,Royapettah,2016-02-19,Yes,10 years,Suresh Iyer,Political,8.74850052110312,78.13082251473772,01/01/1900
60588,Fraud,Ramesh Gupta,12:47:00,Royapettah,2024-09-07,Yes,6 months,Deepak Choudhary,Accidental,8.79578952541328,78.13067487036807,01/01/1900
60589,Cyber Crime,Deepak Choudhary,16:02:00,Mylapore,2018-02-20,No,3 years,Deepak Choudhary,Self-Defense,8.798034501095424,78.12489744804721,01/01/1900
60590,Kidnapping,Suresh Iyer,17:24:00,Royapettah,2017-10-02,Yes,1 year,-,,8.741347004378772,78.17351786082308,01/01/1900
60591,Drug Possession,Amit Joshi,09:59:00,T. Nagar,2016-02-24,Yes,,Anita Sharma,Revenge,8.74847942473606,78.10866639426354,01/01/1900
60592,Theft,Rajesh Kumar,10:09:00,Kodambakkam,2022-08-11,Yes,5 years,,Financial Gain,8.777986467374427,78.17310895473983,01/01/1900
60593,Theft,Ramesh Gupta,09:48:00,Kodambakkam,2023-11-26,No,6 months,,Accidental,8.759090192446605,78.19999213053451,01/01/1900
60594,Assault,Rajesh Kumar,10:55:00,Mylapore,2021-01-11,No,3 years,Deepak Choudhary,Personal Feud,8.76601252646498,78.15664419430388,01/01/1900
60595,,Suresh Iyer,09:20:00,Velachery,2017-12-04,No,1 year,-,Revenge,8.745200976400136,78.14324130176031,01/01/1900
60596,Drug Possession,Rajesh Kumar,06:22:00,T. Nagar,2024-05-17,Yes,,,Revenge,8.78972998589172,78.12223427425653,01/01/1900
60597,Kidnapping,,17:50:00,Anna Nagar,2021-09-10,Yes,5 years,Deepak Choudhary,Accidental,8.76723507091923,78.14236771946128,
60598,Assault,Suresh Iyer,06:12:00,,2015-04-15,Yes,3 years,Suresh Iyer,Self-Defense,8.764322678658312,78.15285915273894,01/01/1900
60599,Kidnapping,Amit Joshi,06:04:00,Adyar,2016-05-03,No,,-,Personal Feud,8.716383082428484,78.16828491492646,01/01/1900
60600,Kidnapping,Nikita Sinha,00:24:00,Purasawalkam,2019-06-28,No,6 months,-,Financial Gain,8.730564289108111,78.12959364569863,01/01/1900
60601,Cyber Crime,Rajesh Kumar,21:22:00,Kodambakkam,2019-04-22,Yes,1 year,-,Accidental,8.781670632265296,78.10531455804443,01/01/1900
60602,Fraud,Anita Sharma,14:51:00,Adyar,2019-03-08,No,,,,8.761292551399679,78.19659716749581,01/01/1900
60603,Fraud,Pooja Mehta,15:50:00,Mylapore,2018-06-14,Yes,1 year,Suresh Iyer,Personal Feud,8.77679904499441,78.16238443026023,01/01/1900
60604,Kidnapping,Amit Joshi,06:14:00,Velachery,2016-01-14,Yes,3 years,Deepak Choudhary,Revenge,8.701534130198741,78.165621182815,01/01/1900
60605,Theft,Nikita Sinha,02:20:00,T. Nagar,2020-10-07,No,3 years,,,8.72812742824901,78.1128635661834,01/01/1900
60606,Fraud,Mohan Verma,01:00:00,,2020-03-25,No,10 years,Suresh Iyer,Political,8.754062701632298,78.16154709579699,01/01/1900
60607,Assault,Rajesh Kumar,00:43:00,Purasawalkam,2016-05-18,No,5 years,,Accidental,8.761041486173998,78.10119519531746,01/01/1900
60608,Murder,Amit Joshi,02:20:00,T. Nagar,2021-06-24,Yes,2 years,Anita Sharma,Accidental,8.787024964699016,78.10802191970598,01/01/1900
60609,Theft,Anita Sharma,09:26:00,Mylapore,2018-08-11,Yes,10 years,Mohan Verma,Political,8.736041590428067,78.16256508094499,01/01/1900
60610,Assault,Anita Sharma,12:24:00,Kodambakkam,2016-10-15,No,10 years,-,Personal Feud,8.793216924774795,78.19423904146177,01/01/1900
60611,Theft,Amit Joshi,06:52:00,Velachery,2020-12-12,No,6 months,-,Financial Gain,8.739181403774047,78.10852295097229,01/01/1900
60612,Cyber Crime,Deepak Choudhary,10:33:00,,2015-02-23,Yes,,-,Financial Gain,8.789046217367007,78.18335451082528,01/01/1900
60613,Murder,Pooja Mehta,11:58:00,Royapettah,2019-10-22,No,2 years,Suresh Iyer,Revenge,8.760142457064179,78.1011306710469,01/01/1900
60614,Theft,Pooja Mehta,02:55:00,,2022-01-28,Yes,6 months,Suresh Iyer,Political,8.719391522022656,78.112543837727,01/01/1900
60615,Assault,Anita Sharma,14:18:00,Royapettah,2022-11-12,Yes,2 years,,Revenge,8.791292547993985,78.12887414201838,01/01/1900
60616,Theft,Ramesh Gupta,07:58:00,Purasawalkam,2024-10-01,Yes,6 months,Mohan Verma,Self-Defense,8.708477939908954,78.12395574346986,01/01/1900
60617,Assault,Deepak Choudhary,07:20:00,Royapettah,2018-11-02,No,2 years,Anita Sharma,,8.78323212380324,78.19389850399354,01/01/1900
60618,Theft,Ramesh Gupta,03:17:00,Mylapore,2021-02-27,No,10 years,Deepak Choudhary,Self-Defense,8.758741321007347,78.1994079376225,01/01/1900
60619,Kidnapping,Ramesh Gupta,04:22:00,Royapettah,2022-01-11,No,10 years,Mohan Verma,Self-Defense,8.722327543849083,78.14479908306508,01/01/1900
60620,Fraud,Vikram Rao,15:43:00,T. Nagar,2019-02-14,Yes,3 years,-,Accidental,8.702629406206924,78.16794306524778,01/01/1900
60621,Fraud,Mohan Verma,02:20:00,T. Nagar,2016-08-18,No,1 year,Suresh Iyer,Political,8.72971398431373,78.11083951989977,01/01/1900
60622,Theft,Deepak Choudhary,08:12:00,Velachery,2020-09-14,No,10 years,Anita Sharma,Personal Feud,8.73724549930093,78.10808267836231,01/01/1900
60623,Assault,Deepak Choudhary,16:52:00,Purasawalkam,2018-05-28,Yes,2 years,,Accidental,8.747005374362951,78.18803714487733,01/01/1900
60624,Cyber Crime,Suresh Iyer,08:19:00,Purasawalkam,2022-10-18,No,2 years,Deepak Choudhary,Financial Gain,8.790732345508141,78.18898459667533,01/01/1900
60625,Assault,,07:32:00,Kodambakkam,2019-08-09,Yes,1 year,,Personal Feud,8.71050963801699,78.12983594739845,
60626,Assault,Pooja Mehta,16:07:00,Adyar,2018-11-24,Yes,3 years,Anita Sharma,Political,8.706328818756726,78.15488880255828,01/01/1900
60627,,Mohan Verma,03:36:00,Mylapore,2015-08-18,Yes,,Suresh Iyer,Self-Defense,8.732441540221789,78.17902707846021,01/01/1900
60628,Drug Possession,Suresh Iyer,13:00:00,Purasawalkam,2016-05-18,Yes,10 years,Suresh Iyer,Revenge,8.731657015495728,78.13841713520561,01/01/1900
60629,Assault,Vikram Rao,02:59:00,,2018-08-16,Yes,2 years,Deepak Choudhary,Revenge,8.787553439114921,78.18790182668323,01/01/1900
60630,,Vikram Rao,18:45:00,Kodambakkam,2020-07-10,Yes,2 years,Mohan Verma,Self-Defense,8.756408849940367,78.1705060498344,01/01/1900
60631,Drug Possession,Anita Sharma,16:59:00,Adyar,2023-03-28,No,5 years,Anita Sharma,Financial Gain,8.74571341477545,78.18218830491612,01/01/1900
60632,Assault,Ramesh Gupta,17:30:00,Kodambakkam,2020-05-26,No,10 years,-,Financial Gain,8.735811698187485,78.15597160113691,01/01/1900
60633,Theft,Pooja Mehta,19:56:00,Kodambakkam,2021-08-03,No,6 months,Suresh Iyer,Revenge,8.744235172307663,78.10186130034245,01/01/1900
60634,Drug Possession,Suresh Iyer,09:34:00,Kodambakkam,2022-11-15,Yes,,,Self-Defense,8.733959139417657,78.10572325621797,01/01/1900
60635,Murder,Mohan Verma,08:39:00,T. Nagar,2016-09-22,No,1 year,Mohan Verma,Accidental,8.76844651329105,78.18771319650764,01/01/1900
60636,Theft,Nikita Sinha,09:06:00,T. Nagar,2018-03-06,Yes,2 years,,Financial Gain,8.731956701777204,78.12287517513043,01/01/1900
60637,Cyber Crime,Suresh Iyer,18:05:00,T. Nagar,2020-02-20,Yes,1 year,Anita Sharma,Self-Defense,8.778146950219664,78.11912898390531,01/01/1900
60638,Fraud,,05:13:00,Adyar,2021-04-11,No,5 years,Mohan Verma,Accidental,8.799265573816104,78.1096466717311,
60639,Drug Possession,Amit Joshi,20:40:00,Anna Nagar,2020-01-01,No,1 year,Deepak Choudhary,Revenge,8.774194352772131,78.198504481247,01/01/1900
60640,Fraud,Amit Joshi,21:17:00,Anna Nagar,2015-10-15,No,2 years,-,Political,8.70025359717917,78.10476376003778,01/01/1900
60641,Fraud,Amit Joshi,17:30:00,Mylapore,2020-05-16,No,5 years,,Political,8.748129976739497,78.1544728919394,01/01/1900
60642,Fraud,Nikita Sinha,02:29:00,Purasawalkam,2020-06-17,Yes,2 years,Suresh Iyer,Self-Defense,8.750441726879421,78.17106699769352,01/01/1900
60643,Assault,Amit Joshi,00:09:00,Velachery,2024-10-01,No,,Deepak Choudhary,Political,8.75265766164956,78.17094335492502,01/01/1900
60644,Kidnapping,Ramesh Gupta,00:19:00,Mylapore,2017-01-14,Yes,2 years,Mohan Verma,Personal Feud,8.740539432065637,78.1294282862789,01/01/1900
60645,Theft,Nikita Sinha,00:05:00,Purasawalkam,2019-04-02,Yes,,Suresh Iyer,Self-Defense,8.75542945091884,78.1932823435469,01/01/1900
60646,Fraud,Deepak Choudhary,20:59:00,Kodambakkam,2019-06-05,No,,,,8.703684035989337,78.15878255487539,01/01/1900
60647,Theft,,00:39:00,Adyar,2022-12-02,Yes,,-,Accidental,8.756385275251704,78.14351999321548,
60648,Cyber Crime,Rajesh Kumar,14:27:00,Velachery,2021-12-28,Yes,10 years,,Revenge,8.77540745214372,78.19261592527424,01/01/1900
60649,Murder,Rajesh Kumar,00:34:00,Velachery,2021-01-28,Yes,2 years,Deepak Choudhary,Financial Gain,8.79551219115479,78.10634626693657,01/01/1900
60650,Drug Possession,Mohan Verma,12:46:00,Mylapore,2024-11-01,Yes,2 years,Suresh Iyer,Personal Feud,8.783897546314549,78.14805775466007,01/01/1900
60651,Kidnapping,Pooja Mehta,08:44:00,Royapettah,2019-03-11,No,3 years,Mohan Verma,Accidental,8.735577490799457,78.13839657460254,01/01/1900
60652,Kidnapping,,14:13:00,Purasawalkam,2018-02-15,Yes,5 years,Suresh Iyer,Political,8.797046180927223,78.15288818444152,
60653,Theft,Anita Sharma,06:05:00,,2020-05-06,No,,Suresh Iyer,Revenge,8.736973472785673,78.1252254761633,01/01/1900
60654,Fraud,Vikram Rao,06:15:00,Kodambakkam,2015-06-13,Yes,10 years,,,8.715807098105076,78.11833193659704,01/01/1900
60655,Fraud,Amit Joshi,08:16:00,Anna Nagar,2018-06-28,No,3 years,Suresh Iyer,Financial Gain,8.729589929315429,78.17129039192277,01/01/1900
60656,Fraud,,02:34:00,Adyar,2015-12-28,No,1 year,Anita Sharma,Self-Defense,8.720775344787203,78.1505192799611,
60657,Cyber Crime,,01:26:00,Adyar,2024-11-20,Yes,2 years,Deepak Choudhary,Financial Gain,8.721617949814483,78.10311658460044,
60658,Murder,Mohan Verma,13:21:00,Kodambakkam,2023-04-22,No,5 years,Suresh Iyer,Financial Gain,8.792028891435123,78.13748602390748,01/01/1900
60659,Drug Possession,Vikram Rao,16:44:00,Royapettah,2020-06-15,No,10 years,-,Self-Defense,8.753034841429725,78.12927886995028,01/01/1900
60660,Drug Possession,Anita Sharma,06:40:00,Kodambakkam,2021-07-07,No,5 years,-,Revenge,8.774375819009993,78.12863911707204,01/01/1900
60661,Cyber Crime,Rajesh Kumar,03:43:00,Anna Nagar,2015-12-16,Yes,1 year,Deepak Choudhary,Political,8.722015574273653,78.15273382069269,01/01/1900
60662,Murder,Nikita Sinha,10:58:00,Mylapore,2020-05-16,No,6 months,Deepak Choudhary,Personal Feud,8.743117138340066,78.13667127295011,01/01/1900
60663,Fraud,Amit Joshi,04:31:00,Kodambakkam,2020-12-07,No,1 year,Suresh Iyer,Financial Gain,8.733190005807872,78.11891955936545,01/01/1900
60664,Theft,Rajesh Kumar,06:22:00,Adyar,2023-12-12,No,5 years,,Financial Gain,8.784610648208277,78.1298447364105,01/01/1900
60665,Fraud,Pooja Mehta,13:35:00,Adyar,2018-05-09,No,1 year,Deepak Choudhary,Self-Defense,8.76670869491844,78.17423122819655,01/01/1900
60666,Murder,Anita Sharma,14:39:00,Royapettah,2019-06-02,No,3 years,Mohan Verma,Personal Feud,8.73519348532407,78.1092061181572,01/01/1900
60667,Murder,Anita Sharma,17:07:00,Adyar,2016-11-10,No,3 years,Suresh Iyer,Accidental,8.762666337723989,78.18853429261765,01/01/1900
60668,Theft,Pooja Mehta,13:52:00,Royapettah,2018-04-19,No,3 years,Deepak Choudhary,Self-Defense,8.753303037105605,78.16933431730791,01/01/1900
60669,,Amit Joshi,17:43:00,Purasawalkam,2015-09-19,Yes,3 years,Suresh Iyer,Personal Feud,8.710158617853216,78.12823650545457,01/01/1900
60670,Fraud,Amit Joshi,17:20:00,Mylapore,2017-05-23,Yes,,Deepak Choudhary,Accidental,8.746666085090274,78.1566557542632,01/01/1900
60671,Kidnapping,Suresh Iyer,07:40:00,,2024-12-08,Yes,10 years,,Financial Gain,8.73458088387289,78.176869699905,01/01/1900
60672,Assault,Ramesh Gupta,10:27:00,Velachery,2021-05-17,Yes,1 year,Deepak Choudhary,Accidental,8.719812572649934,78.11888391859169,01/01/1900
60673,Kidnapping,Vikram Rao,06:05:00,Anna Nagar,2018-08-11,No,6 months,-,Revenge,8.770994652831071,78.15161086791225,01/01/1900
60674,Drug Possession,,20:27:00,Mylapore,2018-02-22,No,1 year,Anita Sharma,Accidental,8.730396012553168,78.14096074495141,
60675,Fraud,,09:36:00,Kodambakkam,2016-09-20,No,2 years,Mohan Verma,Personal Feud,8.743163095125025,78.17531107313813,
60676,Cyber Crime,Rajesh Kumar,23:19:00,Purasawalkam,2018-04-03,No,,,Financial Gain,8.75531039292149,78.14699652275965,01/01/1900
60677,Drug Possession,Mohan Verma,14:10:00,Velachery,2015-11-28,Yes,1 year,Suresh Iyer,Political,8.758990656509225,78.19671186102002,01/01/1900
60678,Fraud,Ramesh Gupta,11:21:00,T. Nagar,2022-05-19,Yes,,-,Financial Gain,8.760908367719438,78.14270969282697,01/01/1900
60679,Assault,Nikita Sinha,07:33:00,Velachery,2024-09-19,No,5 years,Suresh Iyer,Self-Defense,8.71372632717184,78.14987234879884,01/01/1900
60680,Fraud,Anita Sharma,14:08:00,Purasawalkam,2024-01-13,Yes,1 year,Anita Sharma,Personal Feud,8.762216390478716,78.15138846843746,01/01/1900
60681,Murder,Nikita Sinha,14:49:00,Royapettah,2015-02-04,No,1 year,,Political,8.79808965173552,78.14403551343976,01/01/1900
60682,Cyber Crime,Mohan Verma,22:38:00,Adyar,2017-01-04,No,6 months,Mohan Verma,Self-Defense,8.703861390652804,78.12503244193944,01/01/1900
60683,Fraud,Vikram Rao,12:59:00,Royapettah,2024-12-10,Yes,5 years,,Accidental,8.774183947640346,78.19025875013546,01/01/1900
60684,Cyber Crime,Amit Joshi,10:50:00,Royapettah,2023-03-10,Yes,3 years,,Personal Feud,8.731945653756993,78.1409674348169,01/01/1900
